STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,AWND_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1960-11,,,1772.2,0,4.4,",0,30,+",31.1,",0,09,+",53.2,0,56.8,",,,0",19.1,",0",23.7,",,,0",14.6,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1960-12,,,1791.1,0,0.6,",0,21,",27.8,",0,06,",240.3,0,198.2,",,,0",12.9,",0",17.2,",,,0",8.6,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1961-01,,,0,0,-1.7,",0,28,",25,",0,24,",470.9,0,60.5,",,,0",10.9,",0",15.5,",,,0",6.3,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1961-02,,,19.9,0,0.6,",0,07,",28.3,",0,27,",576.7,0,52.9,",,,0",15.3,",0",20.7,",,,0",9.8,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1961-03,,,103.5,0,7.2,",0,21,+",32.2,",0,07,",600,0,2.1,",,,0",20.3,",0",25.4,",,,0",15.2,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1961-04,,,208.8,0,7.2,",0,02,+",31.7,",0,14,",620.3,0,96.1,",,,0",21.2,",0",26.3,",,,0",16.1,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1961-05,,,444.9,0,12.2,",0,10,",32.8,",0,25,+",620.3,0,0,",T,,0",25.9,",0",30.4,",,,0",21.4,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1961-06,,,720.7,0,19.4,",0,20,",34.4,",0,26,",620.3,0,143.3,",,,0",27.5,",0",31.9,",,,0",23.2,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1961-07,,,1037.9,0,21.1,",0,11,",35.6,",0,09,",0,0,110.9,",,,0",28.6,",0",33.2,",,,0",23.9,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1961-08,,,1345.1,0,20,",0,26,+",36.7,",0,04,",0,0,83.9,",,,0",28.2,",0",33.5,",,,0",23,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1961-09,,,1599,0,17.2,",0,18,",35.6,",0,01,",0,0,79.7,",,,0",26.8,",0",31,",,,0",22.6,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1961-10,,,1744.6,0,8.9,",0,16,",32.8,",0,01,",2.5,0,1.3,",,,0",22.9,",0",28.8,",,,0",17.1,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1961-11,,,1775.2,0,5.6,",0,06,",30,",0,01,",72.9,0,27.8,",,,0",17,",0",22.3,",,,0",11.7,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1961-12,,,1808.4,0,0.6,",0,28,+",29.4,",0,09,",198.7,0,13.5,",,,0",15.4,",0",21,",,,0",9.7,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1962-01,,,3.1,0,-10,",0,12,",27.2,",0,14,",451.6,0,5.8,",,,0",10.3,",0",17,",,,0",3.6,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1962-02,,,72.9,0,0,",0,28,",33.9,",0,09,",481.8,0,1.6,",,,0",19.7,",0",25.4,",,,0",14.1,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1962-03,,,118.3,0,0,",0,01,",31.7,",0,20,",562.6,0,10.4,",,,0",17.2,",0",23.3,",,,0",11.1,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1962-04,,,240.8,0,4.4,",0,01,",35.6,",0,28,",568.5,0,30,",,,0",22.2,",0",27.4,",,,0",17.1,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1962-05,,,460.8,0,13.3,",0,05,",34.4,",0,30,",568.5,0,6.1,",,,0",25.4,",0",30.3,",,,0",20.6,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1962-06,,,747.3,0,18.9,",0,02,",36.1,",0,19,",568.5,0,74.4,",,,0",27.9,",0",32.4,",,,0",23.3,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1962-07,,,1097.4,0,22.8,",0,20,+",36.1,",0,31,+",0,0,0,",T,,0",29.6,",0",34.8,",,,0",24.5,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1962-08,,,1466.3,0,22.2,",0,17,",39.4,",0,14,+",0,0,22.8,",,,0",30.2,",0",35.6,",,,0",24.9,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1962-09,,,1763.4,0,18.3,",0,27,",35.6,",0,01,",0,0,136.5,",,,0",28.2,",0",32.9,",,,0",23.6,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1962-10,,,2000.8,0,10,",0,30,",35.6,",0,09,",2.3,0,9.9,",,,0",25.9,",0",31.1,",,,0",20.8,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1962-11,,,2044.7,0,4.4,",0,21,",31.7,",0,11,",51.7,0,28.7,",,,0",18.1,",0",24.2,",,,0",12.1,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1962-12,,,2053,0,-0.6,",0,12,",26.7,",0,03,",207.7,0,67.6,",,,0",13.6,",0",18.4,",,,0",8.7,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1963-01,,,5.8,0,-7.8,",0,24,",29.4,",0,10,",471,0,4.9,",,,0",10,",0",16.2,",,,0",3.9,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1963-02,,,23.1,0,-2.2,",0,14,+",33.3,",0,02,",624.1,0,34.6,",,,0",13.5,",0",20.5,",,,0",6.5,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1963-03,,,107.8,0,3.3,",0,06,",32.2,",0,16,",644.9,0,2.4,",,,0",20.4,",0",25.8,",,,0",15,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1963-04,,,301,0,10.6,",0,07,",36.7,",0,09,",644.9,0,7.9,",,,0",24.8,",0",29.5,",,,0",20,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1963-05,,,539,0,17.8,",0,01,",33.3,",0,27,",644.9,0,21.7,",,,0",26,",0",30.4,",,,0",21.6,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1963-06,,,840.3,0,21.1,",0,17,",35.6,",0,16,",644.9,0,59.7,",,,0",28.4,",0",33.2,",,,0",23.6,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1963-07,,,1177.7,0,21.1,",0,02,",35.6,",0,25,+",0,0,12.4,",,,0",29.2,",0",33.6,",,,0",24.8,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1963-08,,,1522.2,0,22.8,",0,15,+",37.2,",0,20,",0,0,76,",,,0",29.4,",0",34.5,",,,0",24.4,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1963-09,,,1804.1,0,13.9,",0,30,",36.1,",0,09,+",0,0,23.4,",,,0",27.7,",0",32.9,",,,0",22.5,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1963-10,,,1984.7,0,15,",0,02,",31.7,",0,11,+",0,0,66.4,",,,0",24.2,",0",29.1,",,,0",19.2,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1963-11,,,2068.3,0,2.2,",0,30,",34.4,",0,06,",40.1,0,41.7,",,,0",19.8,",0",24.8,",,,0",14.8,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1963-12,,,2075.8,0,-2.8,",0,23,",28.3,",0,11,",288.6,0,21.8,",,,0",10.6,",0",15.7,",,,0",5.4,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1964-01,,,8.6,0,-2.8,",0,13,",26.1,",0,22,+",437.8,0,41,",,,0",13.8,",0",19.3,",,,0",8.3,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1964-02,,,9.4,0,-1.7,",0,08,",26.1,",0,10,+",622,0,38.9,",,,0",12,",0",18.5,",,,0",5.5,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1964-03,,,43.9,0,5.6,",0,21,+",28.9,",0,19,+",672.4,0,29,",,,0",17.8,",0",23.6,",,,0",12.1,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1964-04,,,209,0,10,",0,09,",36.1,",0,28,",676.8,0,2.1,",,,0",23.7,",0",28.6,",,,0",18.7,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1964-05,,,445.7,0,16.7,",0,18,+",36.7,",0,02,",676.8,0,111.6,",,,0",26,",0",31.1,",,,0",20.8,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1964-06,,,717.9,0,15,",0,01,",36.1,",0,24,",676.8,0,9.7,",,,0",27.4,",0",32.7,",,,0",22.1,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1964-07,,,1047.6,0,21.7,",0,20,+",38.3,",0,12,",0,0,57.3,",,,0",29,",0",34.8,",,,0",23.1,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1964-08,,,1403,0,21.1,",0,30,",37.2,",0,19,+",0,0,12.7,",,,0",29.8,",0",35.7,",,,0",23.9,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1964-09,,,1668.4,0,16.7,",0,28,",37.2,",0,11,",0,0,177.3,",,,0",27.2,",0",32.2,",,,0",22.1,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1964-10,,,1768.6,0,4.4,",0,20,",33.3,",0,03,",10.3,0,4.9,",,,0",21.2,",0",28.3,",,,0",14.2,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1964-11,,,1856,0,3.3,",0,25,",30.6,",0,26,+",51,0,5.4,",,,0",19.9,",0",25.8,",,,0",13.9,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1964-12,,,1890.8,0,-1.1,",0,18,",31.7,",0,25,",213.8,0,62.3,",,,0",14.2,",0",19.6,",,,0",8.8,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1965-01,,,23.4,0,-1.1,",0,17,",30.6,",0,25,",339.1,0,21.9,",,,0",15,",0",21.2,",,,0",8.9,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1965-02,,,31.1,0,-1.1,",0,25,",26.7,",0,11,",482,0,112,",,,0",13.5,",0",18.9,",,,0",8.1,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1965-03,,,67.3,0,-1.7,",0,04,",30,",0,10,",607.7,0,20,",,,0",15.4,",0",21.3,",,,0",9.6,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1965-04,,,211.1,0,10.6,",0,30,",31.1,",0,18,",607.9,0,20.3,",,,0",23.1,",0",27.5,",,,0",18.7,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1965-05,,,440.9,0,12.2,",0,01,",31.7,",0,28,+",607.9,0,101.9,",,,0",25.8,",0",29.4,",,,0",22,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1965-06,,,726.3,0,20.6,",0,14,",35,",0,24,+",607.9,0,50.7,",,,0",27.9,",0",32.7,",,,0",23,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1965-07,,,1058,0,21.7,",0,23,",37.8,",0,28,",0,0,31.7,",,,0",29,",0",35.1,",,,0",23,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1965-08,,,1368.3,0,20.6,",0,13,",36.1,",0,31,+",0,0,67.1,",,,0",28.3,",0",33.5,",,,0",23.2,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1965-09,,,1661.5,0,15,",0,27,",37.8,",0,10,",0,0,53.2,",,,0",28.1,",0",33.8,",,,0",22.4,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1965-10,,,1763.5,0,7.2,",0,23,",32.8,",0,10,",13.9,0,34.7,",,,0",21.2,",0",27.2,",,,0",15.1,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1965-11,,,1874.8,0,6.7,",0,30,",33.3,",0,26,",21.9,0,49.8,",,,0",21.8,",0",26.9,",,,0",16.6,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1965-12,,,1905.1,0,2.8,",0,20,",27.8,",0,14,",94.2,0,79.9,",,,0",17,",0",21.7,",,,0",12.2,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1966-01,,,4.2,0,-3.3,",0,30,",25,",0,01,",348.7,0,53.9,",,,0",10.3,",0",15.1,",,,0",5.4,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1966-02,,,9.2,0,0,",0,04,",24.4,",0,28,+",518.4,0,29.3,",,,0",12.4,",0",17.8,",,,0",7.1,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1966-03,,,45.3,0,0,",0,05,",31.1,",0,03,",564.3,0,17.6,",,,0",18,",0",23.7,",,,0",12.3,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1966-04,,,168.4,0,6.1,",0,06,",32.8,",0,03,",571.8,0,127.8,",,,0",22.2,",0",26.6,",,,0",17.8,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1966-05,,,352,0,16.1,",0,03,",32.8,",0,25,",572.9,0,183.7,",,,0",24.2,",0",28,",,,0",20.5,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1966-06,,,594.1,0,17.2,",0,02,",33.9,",0,12,",572.9,0,110.6,",,,0",26.4,",0",31,",,,0",21.8,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1966-07,,,914.3,0,21.1,",0,01,",36.1,",0,31,+",0,0,31.2,",,,0",28.7,",0",33.7,",,,0",23.6,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1966-08,,,1253.7,0,20.6,",0,26,+",37.2,",0,17,",0,0,105.4,",,,0",29.3,",0",34.2,",,,0",24.3,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1966-09,,,1514,0,17.2,",0,23,+",35.6,",0,05,",0,0,72.2,",,,0",27,",0",32.1,",,,0",21.9,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1966-10,,,1647,0,8.3,",0,26,+",33.9,",0,12,",3.1,0,21.6,",,,0",22.5,",0",28.6,",,,0",16.4,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1966-11,,,1718.8,0,2.2,",0,29,",31.1,",0,11,",42.3,0,1.8,",,,0",19.4,",0",25.9,",,,0",12.9,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1966-12,,,1751.9,0,-1.7,",0,13,+",28.9,",0,22,+",193.5,0,4.6,",,,0",14.5,",0",20.8,",,,0",8.3,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1967-01,,,19.2,0,-3.9,",0,04,",28.9,",0,06,",365.5,0,67.1,",,,0",13.4,",0",18.8,",,,0",8,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1967-02,,,26.4,0,0,",0,09,",28.3,",0,11,",492.1,0,60.4,",,,0",14.1,",0",19.9,",,,0",8.3,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1967-03,,,122.5,0,4.4,",0,07,",31.1,",0,28,+",516.3,0,2,",,,0",20.6,",0",25.5,",,,0",15.8,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1967-04,,,327.9,0,12.8,",0,04,",31.7,",0,23,+",516.3,0,5.8,",,,0",25.2,",0",29.4,",,,0",20.9,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1967-05,,,560.4,0,13.3,",0,23,",36.7,",0,08,",516.3,0,46.5,",,,0",25.8,",0",30.8,",,,0",20.9,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1967-06,,,856.2,0,18.9,",0,06,+",35.6,",0,29,+",516.3,0,8.9,",,,0",28.2,",0",33.2,",,,0",23.2,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1967-07,,,1193.4,0,17.8,",0,16,",36.7,",0,31,+",0,0,26.8,",,,0",29.2,",0",34.2,",,,0",24.2,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1967-08,,,1476,0,17.8,",0,13,",36.7,",0,10,",0,0,136.2,",,,0",27.4,",0",32,",,,0",22.9,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1967-09,,,1679.3,0,12.2,",0,29,",32.2,",0,15,",0.6,0,516.5,",,,0",25.1,",0",28.9,",,,0",21.3,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1967-10,,,1791.7,0,6.1,",0,31,",30,",0,07,+",10.6,0,72.7,",,,0",21.6,",0",27.1,",,,0",16.2,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1967-11,,,1838.8,0,5.6,",0,04,",30.6,",0,25,",47,0,7.1,",,,0",18.7,",0",23.5,",,,0",13.9,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1967-12,,,1854.9,0,-2.2,",0,23,",26.7,",0,01,",215.9,0,21.4,",,,0",13.4,",0",18.9,",,,0",7.9,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1968-01,,,8.8,0,-2.2,",0,13,+",24.4,",0,31,+",428.3,0,53.7,",,,0",11.8,",0",16.3,",,,0",7.2,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1968-02,,,9.6,0,-1.7,",0,24,",24.4,",0,01,",633,0,61.5,",,,0",11.3,",0",16.6,",,,0",6,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1968-03,,,37.7,0,1.7,",0,22,+",27.8,",0,20,",746.6,0,22.9,",,,0",15.6,",0",20.9,",,,0",10.3,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1968-04,,,153.8,0,8.3,",0,06,",32.8,",0,03,",751.9,0,20.9,",,,0",22,",0",26.4,",,,0",17.7,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1968-05,,,358.7,0,14.4,",0,01,",31.1,",0,26,+",751.9,0,238.3,",,,0",24.9,",0",28.7,",,,0",21.2,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1968-06,,,606.3,0,20.6,",0,03,",33.3,",0,12,",751.9,0,212.4,",,,0",26.6,",0",30.1,",,,0",23.1,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1968-07,,,897.9,0,22.8,",0,29,+",33.9,",0,31,+",0,0,138,",,,0",27.7,",0",31.8,",,,0",23.7,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1968-08,,,1217.4,0,21.1,",0,28,",35.6,",0,12,+",0,0,15.9,",,,0",28.6,",0",33.6,",,,0",23.7,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1968-09,,,1452.2,0,16.1,",0,27,",34.4,",0,04,",0,0,161.2,",,,0",26.2,",0",30.3,",,,0",22.1,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1968-10,,,1617.3,0,10,",0,25,",32.2,",0,03,",1.7,0,93.5,",,,0",23.6,",0",28.2,",,,0",19,",,,0"
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,1968-11,,,1659.5,0,2.8,",0,19,",28.9,",0,15,+",84.2,0,34,",,,0",17,",0",22.8,",,,0",11.1,",,,0"
